,SurveyYear,AreaDesc,SiteName,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,ValidHooks,TotalFish,TotalFishingTime.sec,Bank.Rockfish,Barred.Sand.Bass,Blue.Rockfish,Bocaccio,Brown.Rockfish,Brown.Smoothhound,Calico.Rockfish,California.Scorpionfish,California.Sheephead,California.Yellowtail,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Freckled.Rockfish,Gopher.Rockfish,Gray.Smoothhound,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,AreaDesc2,MPA.group,MPA.group2,MPA.group3,SiteType,MPA.type,CPUE.Fishpermin,CPUE.Fishper5min,CPUE.Fishpervalidhook,CPUE.Fishfor75hooks,Richness,MPA.when.sampled,BACI.ControlImpact,Mat.Verm,Imm.Verm,Mat.Boc,Imm.Boc,Imm.Gspot,Mat.Gspot,Target.sp,Nontarget.sp,Piscivore,Carnivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.DShannons,Nontarget.DShannons,Piscivore.DShannons,Carnivore.DShannons,Planktivore.DShannons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson,n,Biomass,Nontarget.bio,Target.bio,Carnivore.bio,Piscivore.bio,Planktivore.bio
412,2011,Point Conception/Arguello,374,NA,NA,NA,50.8,52.03793151,52.5,75,29,3919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.443990814,5.8,0.386666667,29,5,0,NA,2,22,0,0,0,2,29,0,1,28,0,0.386666667,0,0.013333333,0.373333333,0,0.689379061,0,0,0.558647857,0,0.689379061,0.306777646,1.442538593,29,15.5,0,15.5,15.22,0.28,0
413,2012,Point Conception/Arguello,374,15.7,15.78181818,15.9,51.6,51.67575634,51.8,75,66,2681,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,6,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,1.477060798,13.2,0.88,66,6,0,Control,4,44,1,2,0,7,66,0,4,62,0,0.88,0,0.053333333,0.826666667,0,0.955027269,0,0.562335145,0.736979927,0,0.955027269,0.449035813,1.815,66,36.93,0,36.93,34.34,2.59,0
414,2013,Point Conception/Arguello,374,13.1,13.15957447,13.2,51.9,52.53617047,53.2,74,47,3389,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,35,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.832103865,9.4,0.635135135,47.63513514,6,0,Control,6,29,1,0,0,1,47,0,4,43,0,0.635135135,0,0.054054054,0.581081081,0,0.903688541,0,0.562335145,0.617299209,0,0.903688541,0.423721141,1.735271013,47,29.02,0,29.02,26.3,2.72,0
415,2014,Point Conception/Arguello,374,16.7,16.75735294,16.8,51.1,51.57205868,52,75,68,1698,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,3,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,2.402826855,13.6,0.906666667,68,6,0,Control,15,44,1,0,0,0,68,0,3,65,0,0.906666667,0,0.04,0.866666667,0,0.592402782,0,0.636514168,0.40120511,0,0.592402782,0.243079585,1.321142857,68,50.77,0,50.77,48.03,2.74,0
416,2015,Point Conception/Arguello,374,21.1,22.28723404,22.7,50.4,50.81914975,51.3,75,47,3792,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,29,0,0,4,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.743670886,9.4,0.626666667,47,8,0,Control,7,22,4,1,0,1,47,0,6,41,0,0.626666667,0,0.08,0.546666667,0,1.335777008,0,0.450561209,1.027517717,0,1.335777008,0.590312359,2.440883978,47,32.88,0,32.88,28.52,4.36,0
417,2016,Point Conception/Arguello,374,NA,NA,NA,51,51.94634182,52.7,75,41,4204,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,4,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.585156993,8.2,0.546666667,41,6,0,Control,2,21,1,2,0,1,41,0,3,38,0,0.546666667,0,0.04,0.506666667,0,1.299445043,0,0,1.11960271,0,1.299445043,0.629387269,2.69823435,41,27.76,0,27.76,25.86,1.9,0
418,2017,Point Conception/Arguello,374,NA,NA,NA,51.2,51.57250013,52,75,40,3748,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.640341515,8,0.533333333,40,4,0,Control,14,15,5,0,0,5,40,0,6,34,0,0.533333333,0,0.08,0.453333333,0,0.845230499,0,0.450561209,0.417573212,0,0.845230499,0.4425,1.793721973,40,37.84,0,37.84,32,5.84,0
419,2018,Point Conception/Arguello,374,NA,NA,NA,51.1,51.29249964,51.4,75,55,1519,0,0,0,11,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,0,0,2,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,2.172481896,11,0.733333333,55,7,0,Control,5,20,3,8,0,7,55,0,11,42,2,0.733333333,0,0.146666667,0.56,0.026666667,1.518895468,0,0,1.140028379,0,1.518895468,0.718016529,3.546307151,55,38.18,0,38.18,32.36,5.42,0.4
420,2019,Point Conception/Arguello,374,NA,NA,NA,51.1,51.43488374,52.2,75,43,2286,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,1,0,0,0,18,1,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,1.128608924,8.6,0.573333333,43,9,0,Control,4,14,0,3,0,5,43,0,10,31,2,0.573333333,0,0.133333333,0.413333333,0.026666667,1.765104687,0,0.610864302,1.210926059,0.693147181,1.765104687,0.764737696,4.250574713,43,22.62,0,22.62,19.16,3.06,0.4
421,2005,Point Conception/Arguello,375,NA,NA,NA,52.1,53.19152548,53.5,75,59,1753,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,43,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.019395322,11.8,0.786666667,59,5,0,NA,7,2,4,0,0,1,59,0,5,54,0,0.786666667,0,0.066666667,0.72,0,0.864760906,0,0,0.627750229,0,0.864760906,0.437805228,1.778742974,59,47.89,0,47.89,43.87,4.02,0
422,2006,Point Conception/Arguello,375,NA,NA,NA,51.9,52.25901613,52.8,74,61,2196,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,21,2,0,21,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.666666667,12.2,0.824324324,61.82432432,9,0,NA,15,6,10,1,0,2,61,0,12,48,1,0.824324324,0,0.162162162,0.648648649,0.013513514,1.536785682,0,0.286835983,1.149481613,0,1.536785682,0.727223865,3.666009852,61,56.49,0,56.49,44.05,11.98,0.46
423,2007,Point Conception/Arguello,375,NA,NA,NA,51.5,52.53389831,53,74,59,2081,0,0,0,7,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36,0,0,9,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.701105238,11.8,0.797297297,59.7972973,7,0,NA,13,2,5,0,0,0,59,0,7,51,1,0.797297297,0,0.094594595,0.689189189,0.013513514,1.245584813,0,0,0.922730844,0,1.245584813,0.586038495,2.415683553,59,37.56,0,37.56,29.08,7.58,0.9
424,2008,Point Conception/Arguello,375,NA,NA,NA,51.5,52.10312498,53.2,69,64,549,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32,1,0,17,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,6.994535519,12.8,0.927536232,69.56521739,7,0,NA,32,0,10,0,0,1,64,0,10,52,2,0.927536232,0,0.144927536,0.753623188,0.028985507,1.292003067,0,0,0.892240339,0,1.292003067,0.653320313,2.884507042,64,75.02,0,75.02,61.96,11.92,1.14
425,2009,Point Conception/Arguello,375,NA,NA,NA,51.8,52.45510218,53.5,63,49,1035,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,5,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.84057971,9.8,0.777777778,58.33333333,5,0,Control,24,3,12,1,0,2,48,0,13,35,0,0.761904762,0,0.206349206,0.555555556,0,1.126088074,0,0,0.743317224,0,1.126088074,0.597222222,2.482758621,49,51.06,0,51.06,37.32,13.74,0
426,2010,Point Conception/Arguello,375,NA,NA,NA,52,52.57058835,52.9,73,51,3440,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.889534884,10.2,0.698630137,52.39726027,5,0,Control,33,2,6,0,1,3,51,0,6,45,0,0.698630137,0,0.082191781,0.616438356,0,1.014568653,0,0,0.739339175,0,1.014568653,0.499038831,1.996162701,51,64.48,0,64.48,57.94,6.54,0
427,2011,Point Conception/Arguello,375,NA,NA,NA,51.7,52.57846181,53.4,75,65,1201,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,20,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,3.247293922,13,0.866666667,65,3,0,Control,35,3,7,0,0,0,65,0,7,58,0,0.866666667,0,0.093333333,0.773333333,0,0.916475107,0,0,0.644185777,0,0.916475107,0.551952663,2.231907026,65,76.24,0,76.24,67.38,8.86,0
428,2012,Point Conception/Arguello,375,15,15.37164179,15.7,52.2,52.58209024,52.9,75,67,1410,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,0,0,26,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.85106383,13.4,0.893333333,67,7,0,Control,28,4,2,1,0,3,67,0,4,63,0,0.893333333,0,0.053333333,0.84,0,1.18669661,0,0.562335145,0.985834794,0,1.18669661,0.616618401,2.608367228,67,73.43,0,73.43,68.75,4.68,0
429,2013,Point Conception/Arguello,375,12.9,12.93709677,13,52.3,53.37741963,53.9,75,62,2601,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.430219146,12.4,0.826666667,62,6,0,Control,33,0,3,0,0,13,62,0,4,58,0,0.826666667,0,0.053333333,0.773333333,0,1.230968461,0,0.562335145,1.021366279,0,1.230968461,0.626430801,2.676880223,62,80.28,0,80.28,73.02,7.26,0
430,2014,Point Conception/Arguello,375,16.7,16.71555556,16.8,51.3,52.4888888,53,66,45,3481,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,26,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.775639184,9,0.681818182,51.13636364,5,0,Control,11,0,5,0,0,0,45,0,5,40,0,0.681818182,0,0.075757576,0.606060606,0,1.128421558,0,0,0.877038145,0,1.128421558,0.591604938,2.448609432,45,39.62,0,39.62,33.12,6.5,0
431,2015,Point Conception/Arguello,375,18.5,18.834375,19,51.8,52.27187443,53.6,75,32,4236,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,10,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.45325779,6.4,0.426666667,32,7,0,Control,11,3,1,0,0,3,32,0,2,30,0,0.426666667,0,0.026666667,0.4,0,1.445273879,0,0.693147181,1.246037889,0,1.445273879,0.6953125,3.282051282,32,34.46,0,34.46,31.36,3.1,0
432,2016,Point Conception/Arguello,375,NA,NA,NA,51.7,51.98382378,52.3,74,68,1008,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,38,0,0,16,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,4.047619048,13.6,0.918918919,68.91891892,5,0,Control,38,0,4,0,0,0,68,0,12,56,0,0.918918919,0,0.162162162,0.756756757,0,1.187791562,0,0.636514168,0.740066191,0,1.187791562,0.614186851,2.591928251,68,91.02,0,91.02,77.32,13.7,0
433,2017,Point Conception/Arguello,375,NA,NA,NA,52.9,53.29600052,54,69,50,2229,0,0,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,25,0,0,4,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.34589502,10,0.724637681,54.34782609,8,0,Control,23,1,4,0,0,9,50,0,6,44,0,0.724637681,0,0.086956522,0.637681159,0,1.56390906,0,0.636514168,1.273411782,0,1.56390906,0.6976,3.306878307,50,71.34,0,71.34,62.36,8.98,0
434,2018,Point Conception/Arguello,375,NA,NA,NA,51.1,51.53043493,52.2,74,69,957,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,0,0,13,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,4.326018809,13.8,0.932432432,69.93243243,5,0,Control,41,1,10,0,0,0,69,0,13,56,0,0.932432432,0,0.175675676,0.756756757,0,1.053119665,0,0.687092027,0.541852644,0,1.053119665,0.554085276,2.242581253,69,102.18,0,102.18,79.54,22.64,0
435,2019,Point Conception/Arguello,375,NA,NA,NA,52.5,52.79482795,53,75,58,3043,0,0,0,3,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,1,0,10,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.143608281,11.6,0.773333333,58,8,0,Control,21,2,3,0,1,8,58,0,3,54,1,0.773333333,0,0.04,0.72,0.013333333,1.635813768,0,0,1.445786654,0,1.635813768,0.750297265,4.004761905,58,67.94,0,67.94,63.76,3.2,0.98
436,2005,South Coast,379,NA,NA,NA,46.5,46.77272727,47,75,11,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.175066313,2.2,0.146666667,11,4,0,NA,0,0,0,0,0,1,6,5,0,1,10,0.08,0.066666667,0,0.013333333,0.133333333,0.867563228,0,0,0,0.943348392,1.162225545,0.644628099,2.813953488,11,1.98,0.34,1.64,0.28,0,1.7
437,2008,South Coast,379,NA,NA,NA,45.5,46.78000031,47.7,75,5,4483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.066919474,1,0.066666667,5,4,0,NA,0,0,1,0,0,1,3,2,1,1,3,0.04,0.026666667,0.013333333,0.013333333,0.04,1.098612289,0,0,0,0.636514168,1.33217904,0.72,3.571428571,5,1.66,0.12,1.54,0.28,1.14,0.24
438,2009,South Coast,379,NA,NA,NA,45.9,46.15000057,46.7,75,4,4509,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.05322688,0.8,0.053333333,4,3,0,NA,0,0,2,0,0,1,4,0,2,2,0,0.053333333,0,0.026666667,0.026666667,0,1.039720771,0,0,0.693147181,0,1.039720771,0.625,2.666666667,4,2.28,0,2.28,0.24,2.04,0
439,2010,South Coast,379,NA,NA,NA,46,47.07142748,47.6,75,7,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.130841121,1.4,0.093333333,7,2,0,NA,0,0,0,0,0,1,7,0,0,7,0,0.093333333,0,0,0.093333333,0,0.410116318,0,0,0.410116318,0,0.410116318,0.244897959,1.324324324,7,1.16,0,1.16,1.16,0,0
440,2011,South Coast,379,NA,NA,NA,46.4,47.16000099,47.9,75,10,3390,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.17699115,2,0.133333333,10,6,0,NA,0,0,2,0,1,1,8,2,2,4,4,0.106666667,0.026666667,0.026666667,0.053333333,0.053333333,1.559581156,0,0,1.039720771,0.693147181,1.748067349,0.82,5.555555556,10,3.7,0.18,3.52,1.06,2.02,0.62
441,2012,South Coast,379,21.4,21.4,21.4,45.8,46.53333282,47.5,75,6,3469,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.103776304,1.2,0.08,6,5,1,Protected,0,0,0,1,0,0,6,0,2,3,1,0.08,0,0.026666667,0.04,0.013333333,1.560710409,0,0.693147181,0.636514168,0,1.560710409,0.777777778,4.5,6,1.6,0,1.6,0.58,0.82,0.2
442,2013,South Coast,379,20,20.03181818,20.1,46.6,47.02727196,47.3,75,22,4501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.293268163,4.4,0.293333333,22,4,1,Protected,0,0,1,0,0,2,21,1,1,20,1,0.28,0.013333333,0.013333333,0.266666667,0.013333333,0.501046914,0,0,0.325082973,0,0.663179453,0.318181818,1.466666667,22,4.74,0.06,4.68,3.96,0.72,0.06
443,2014,South Coast,379,22.2,22.2,22.2,44.7,45.33846175,45.7,74,39,4118,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,15,0,4,10,1,0,0,2,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.568237008,7.8,0.527027027,39.52702703,10,1,Protected,0,2,0,1,0,0,35,4,1,20,18,0.472972973,0.054054054,0.013513514,0.27027027,0.243243243,1.538831611,0.562335145,0,0.895379905,1.119990356,1.769358758,0.763971072,4.236768802,39,8.15,0.44,7.71,4.31,0.34,3.5
444,2015,South Coast,379,23.5,23.5,23.5,44.3,45.83912957,46.8,75,23,4161,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,8,1,0,0,2,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.331651045,4.6,0.306666667,23,9,1,Protected,0,2,0,0,0,0,23,0,1,10,12,0.306666667,0,0.013333333,0.133333333,0.16,1.930020858,0,0,1.748067349,0.636514168,1.930020858,0.812854442,5.343434343,23,6.2,0,6.2,3.8,0.26,2.14
445,2016,South Coast,379,NA,NA,NA,45.8,46.66500034,47.4,70,40,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,25,0,0,0,0,0,0,3,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.631412786,8,0.571428571,42.85714286,5,1,Protected,0,3,0,0,0,1,29,11,0,30,10,0.414285714,0.157142857,0,0.428571429,0.142857143,0.47875333,0.304636097,0,0.608939632,0,1.019039869,0.54,2.173913043,40,9.7,2.4,7.3,7.44,0,2.26
446,2017,South Coast,379,NA,NA,NA,43.6,44.51176453,46.6,75,17,3733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,6,0,2,0,1,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.273238682,3.4,0.226666667,17,7,1,Protected,0,1,0,1,0,0,13,4,1,2,14,0.173333333,0.053333333,0.013333333,0.026666667,0.186666667,1.311431337,0.693147181,0,0.693147181,1.277034259,1.711547286,0.78200692,4.587301587,17,5.16,0.68,4.48,1.48,0.36,3.32
447,2018,South Coast,379,NA,NA,NA,45.8,46.80000087,47.7,75,28,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,17,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.530805687,5.6,0.373333333,28,6,1,Protected,0,17,0,0,0,0,25,3,0,20,8,0.333333333,0.04,0,0.266666667,0.106666667,1.049553727,0,0,0.518186213,1.08219553,1.277601321,0.596938776,2.481012658,28,5.08,0.24,4.84,3.54,0,1.54
448,2019,South Coast,379,NA,NA,NA,46.5,47.30000008,48.1,75,9,4760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,South Coast,Swami's,Swami's,South Coast,Protected,Marine conservation area,0.113445378,1.8,0.12,9,6,1,Protected,0,0,1,0,0,1,5,4,1,2,6,0.066666667,0.053333333,0.013333333,0.026666667,0.08,1.33217904,0.562335145,0,0.693147181,1.011404265,1.676987774,0.790123457,4.764705882,9,1.9,0.26,1.64,0.54,0.76,0.6
449,2005,Santa Cruz Island,383,NA,NA,NA,43.5,44.47368421,45,60,19,3940,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,12,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.289340102,3.8,0.316666667,23.75,6,0,NA,0,1,0,0,0,0,17,2,0,14,5,0.283333333,0.033333333,0,0.233333333,0.083333333,0.885288834,0.693147181,0,0.509137344,0.950270539,1.201559155,0.565096953,2.299363057,19,7.38,0.54,6.84,5.48,0,1.9
450,2006,Santa Cruz Island,383,NA,NA,NA,45,45.33333333,46,75,21,4275,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,5,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.294736842,4.2,0.28,21,6,0,NA,3,0,8,0,0,0,21,0,9,8,4,0.28,0,0.12,0.106666667,0.053333333,1.580182081,0,0.348832096,0.661563238,0.693147181,1.580182081,0.757369615,4.121495327,21,18.34,0,18.34,5.38,11.16,1.8
451,2007,Santa Cruz Island,383,NA,NA,NA,44.1,44.62352977,44.8,75,17,3887,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.262413172,3.4,0.226666667,17,5,0,Control,3,3,6,1,0,0,17,0,8,8,1,0.226666667,0,0.106666667,0.106666667,0.013333333,1.318023802,0,0.376770161,0.562335145,0,1.318023802,0.685121107,3.175824176,17,18.19,0,18.19,7.45,10.36,0.38
452,2008,Santa Cruz Island,383,NA,NA,NA,45.3,45.73333253,46.8,75,18,4101,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,7,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.263350402,3.6,0.24,18,5,0,Control,3,4,5,1,0,0,15,3,6,11,1,0.2,0.04,0.08,0.146666667,0.013333333,1.083255011,0,0,0.859967281,0,1.353273718,0.703703704,3.375,18,12.18,0.36,11.82,6.94,4.74,0.5
453,2009,Santa Cruz Island,383,NA,NA,NA,43.5,44.97499943,46,75,8,4494,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.106809079,1.6,0.106666667,8,4,0,Control,0,2,2,0,0,0,5,3,2,5,1,0.066666667,0.04,0.026666667,0.066666667,0.013333333,1.054920168,0,0,0.673011667,0,1.320888343,0.71875,3.555555556,8,4.34,0.48,3.86,1.82,2.2,0.32
454,2010,Santa Cruz Island,383,NA,NA,NA,44.6,46.14999962,47.7,75,2,4202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.02855783,0.4,0.026666667,2,2,0,Control,0,0,0,0,0,0,2,0,1,0,1,0.026666667,0,0.013333333,0,0.013333333,0.693147181,0,0,0,0,0.693147181,0.5,2,2,0.44,0,0.44,0,0.08,0.36
