SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,CDFGBlock,IncludeSiteSheet,IncludeDrop,IncludeDropDetail,IncludeHook,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,HookswithFish,ValidHook,Anemone unid,Bank Rockfish,Barred Sand Bass,Blackgill Rockfish,Blue Rockfish,Bocaccio,Bronzespotted Rockfish,Brown Rockfish,Brown Smoothhound,Calico Rockfish,California Market Squid,California Scorpionfish,California Sheephead,California Yellowtail,Canary Rockfish,Chilipepper,Copper Rockfish,Cowcod,Flag Rockfish,Freckled Rockfish,Giant plumose anemone,Gopher Rockfish,Gorgonian unident (coral),Gray Smoothhound,Greenblotched Rockfish,Greenspotted Rockfish,Greenstriped Rockfish,Halfbanded Rockfish,Honeycomb Rockfish,Humboldt Squid,Invert Unidentified,Lingcod,Lizardfish,Mexican Rockfish,Ocean Whitefish,Olive Rockfish,Pacific Bonito,Pacific Jack Mackerel,Pacific Mackerel,Pacific Sardine,Petrale Sole,Pink Rockfish,Pinkrose Rockfish,Rosethorn Rockfish,Rosy Rockfish,Sanddab Unidentified,Sharpchin Rockfish,Shortbelly Rockfish,Silvergray Rockfish,Southern Rock Sole,Speckled Rockfish,Spiny Dogfish,Spiny Sea Star,Squarespot Rockfish,Starry Rockfish,Stripetail Rockfish,Swordspine Rockfish,Treefish,Unknown Fish,Vermilion Rockfish,White Croaker,Whitespeckled Rockfish,Widow Rockfish,Yelloweye Rockfish,Yellowtail Rockfish
2015,Kidney Bank,508,33 34.325,119 00.746,35.8,5.10,27.60,0,TRUE,TRUE,TRUE,TRUE,22,22.13255814,22.2,66.5,70.15116279,75.3,43,43,,3,,,,19,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,6,,,,,,,,,10,,,,,
2016,Kidney Bank,508,33 34.325,119 00.746,35.8,5.10,27.60,0,TRUE,TRUE,TRUE,TRUE,,,,63.6,69.19999928,88.6,67,67,,2,,,,22,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,36,,,1,1,,,,,2,,,,,
2017,Kidney Bank,508,33 34.325,119 00.746,35.8,5.10,27.60,0,TRUE,TRUE,TRUE,TRUE,,,,61.8,63.62884617,65.5,52,52,,1,,,,18,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,,,,,17,,,2,,1
2018,Kidney Bank,508,33 34.325,119 00.746,35.8,5.10,27.60,0,TRUE,TRUE,TRUE,TRUE,,,,62.4,66.22686631,68.4,67,67,,14,,,,7,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,20,,,3,7,,,,,10,,,2,,
2019,Kidney Bank,508,33 34.325,119 00.746,35.8,5.10,27.60,0,TRUE,TRUE,TRUE,TRUE,,,,66.4,68.21090976,70.7,55,55,,8,,,,9,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,14,,,,,12,,,,,
2014,Kidney Bank,509,33 36.915,119 06.869,32.1,8.60,27.20,0,TRUE,TRUE,TRUE,TRUE,22.5,22.52619048,22.6,72.7,74.94523893,77.8,42,42,,2,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,1,,,,,
2015,Kidney Bank,509,33 36.915,119 06.869,32.1,8.60,27.20,0,TRUE,TRUE,TRUE,TRUE,21.4,21.445,21.5,72.9,73.25750008,73.6,40,40,,2,,,,10,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,19,,,,,,,,,5,,,,,
2016,Kidney Bank,509,33 36.915,119 06.869,32.1,8.60,27.20,0,TRUE,TRUE,TRUE,TRUE,,,,73,73.39787081,74.2,47,47,,7,,,,6,,,,,,,,,,2,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,22,,,,6,,1,,,,,,,,
2017,Kidney Bank,509,33 36.915,119 06.869,32.1,8.60,27.20,0,TRUE,TRUE,TRUE,TRUE,,,,73.4,73.92807127,74.9,57,57,,8,,,,13,,,,,,,,,,,,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,15,,,,,,,,,14,,,3,,
2018,Kidney Bank,509,33 36.915,119 06.869,32.1,8.60,27.20,0,TRUE,TRUE,TRUE,TRUE,,,,73.2,74.23055437,74.6,36,36,,9,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,18,,,,1,,1,,,1,,,,,
2019,Kidney Bank,509,33 36.915,119 06.869,32.1,8.60,27.20,0,TRUE,TRUE,TRUE,TRUE,,,,73.2,74.27499898,76.3,24,24,,1,,,,4,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,9,,,3,,,,,,,,,,,
2014,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.70,35.40,0,TRUE,TRUE,TRUE,TRUE,20.6,20.71176471,20.8,85.8,87.30588262,88.6,34,34,,1,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,22,,,,,
2015,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.70,35.40,0,TRUE,TRUE,TRUE,TRUE,19.6,19.83181818,19.9,87,87.96363727,88.9,22,22,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,9,,,,,
2016,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.70,35.40,0,TRUE,TRUE,TRUE,TRUE,,,,86.4,93.33125138,99.9,32,32,,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,1,,,2,,,,,
2017,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.70,35.40,0,TRUE,TRUE,TRUE,TRUE,,,,87.1,88.09354721,89.7,31,31,,,,,,3,,,,,,,,,,,,,,,,,,,,15,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,5,,,,,
2018,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.70,35.40,0,TRUE,TRUE,TRUE,TRUE,,,,86.6,87.79722129,88.3,36,36,,2,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,3,,,,,,,,,,,,,,,,,,,9,,,,,,2,,,11,,,,,
2019,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.70,35.40,0,TRUE,TRUE,TRUE,TRUE,,,,86.2,87.53571356,88.2,42,42,,2,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,17,,,3,,,9,,,3,,,,,
2014,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.30,35.10,0,TRUE,TRUE,TRUE,TRUE,21,21,21,54.6,55.47450997,55.8,51,51,,,,,,14,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,,2,,,22,,,,,
2015,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.30,35.10,0,TRUE,TRUE,TRUE,TRUE,18.9,19.14791667,19.4,54.5,55.47083314,57.2,48,48,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,20,,,,,,,,,20,,,,,
2016,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.30,35.10,0,TRUE,TRUE,TRUE,TRUE,,,,53.6,54.22121198,55,33,33,,,,,,9,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,6,,,12,1,,,,,1,,,,,
2017,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.30,35.10,0,TRUE,TRUE,TRUE,TRUE,,,,54.2,55.49183678,56.3,49,49,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
2018,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.30,35.10,0,TRUE,TRUE,TRUE,TRUE,,,,54.5,54.83137243,55.2,51,51,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,36,,,,,
2019,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.30,35.10,0,TRUE,TRUE,TRUE,TRUE,,,,54.8,55.48695664,55.9,46,46,,,,,,8,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,3,,,,,30,,,,,1
2014,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.40,31.10,0,TRUE,TRUE,TRUE,TRUE,20.9,21.08333333,21.3,44.5,45.78749927,47,24,24,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,
2015,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.40,31.10,0,TRUE,TRUE,TRUE,TRUE,21.7,21.77222222,21.8,45,46.31111145,47.8,18,18,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,1,,,,,4,,,1,,
2016,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.40,31.10,0,TRUE,TRUE,TRUE,TRUE,,,,45.3,47.86666743,50.4,6,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,
2017,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.40,31.10,0,TRUE,TRUE,TRUE,TRUE,,,,44.6,45.26249965,46.8,24,24,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,4,,,,,,4,,,2,3,,,,,2,,,1,,
2018,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.40,31.10,0,TRUE,TRUE,TRUE,TRUE,,,,44.2,44.87083316,45.6,48,48,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,7,,,,,,26,,,2,,,,,,6,,,2,,
2019,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.40,31.10,0,TRUE,TRUE,TRUE,TRUE,,,,44.8,47.14102457,48.5,39,39,,,,,,12,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,6,,,,,,11,,,,3,,,,,2,,,,,
2014,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.90,33.30,0,TRUE,TRUE,TRUE,TRUE,22.1,22.14666667,22.2,25.5,25.68666662,25.9,15,15,,,,,,2,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,8,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2015,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.90,33.30,0,TRUE,TRUE,TRUE,TRUE,21,21.08,21.2,25.4,26.5,27.1,15,15,,,,,5,3,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2016,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.90,33.30,0,TRUE,TRUE,TRUE,TRUE,,,,25.8,26.76521749,28,23,23,,,,,15,2,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2017,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.90,33.30,0,TRUE,TRUE,TRUE,TRUE,,,,25.7,26.19333305,27.1,45,45,,,,,23,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.90,33.30,0,TRUE,TRUE,TRUE,TRUE,,,,25.3,25.75652164,26.5,23,23,,,,,12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
2019,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.90,33.30,0,TRUE,TRUE,TRUE,TRUE,,,,25.2,25.7944444,26.4,18,18,,,,,1,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,1,,,1,,,,,,,
2014,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2.00,32.30,0,TRUE,TRUE,TRUE,TRUE,20.5,20.61632653,20.7,97.9,103.6224498,113.9,49,49,,10,,,,11,,,,,,,,,,1,,,,,,,,,5,7,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,11,,,,,
2015,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2.00,32.30,0,TRUE,TRUE,TRUE,TRUE,19.1,19.29722222,19.4,93.3,101.9569466,110.8,72,72,,8,,,,24,,,,,,,,,,1,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,
2016,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2.00,32.30,0,TRUE,TRUE,TRUE,TRUE,,,,93.8,96.40000035,103.2,39,39,,10,,,,2,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,16,,,,,
2017,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2.00,32.30,0,TRUE,TRUE,TRUE,TRUE,,,,99.6,100.3438591,101.3,57,57,,24,,,,4,,,,,,,,,,,,,,,,,,,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,19,,,,,
2018,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2.00,32.30,0,TRUE,TRUE,TRUE,TRUE,,,,95.9,97.10000164,98.5,65,65,,4,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,
2019,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2.00,32.30,0,TRUE,TRUE,TRUE,TRUE,,,,88.3,99.35762916,106.8,59,59,,,,,,1,,,,,,,,,,,,,,,,,,,,9,1,,,,,2,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,36,,,1,,
2015,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.20,37.70,0,TRUE,TRUE,TRUE,TRUE,21.2,21.85882353,22.1,66.8,69.93529466,71.9,51,51,,5,,,,8,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,19,,,,5,,,,,10,,,,,
2016,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.20,37.70,0,TRUE,TRUE,TRUE,TRUE,,,,64.3,65.78214427,70.8,56,56,,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,2,,,,,6,,,3,,
2017,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.20,37.70,0,TRUE,TRUE,TRUE,TRUE,,,,73.5,75.77636414,78.1,55,55,,2,,,,4,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,34,,,,,
2018,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.20,37.70,0,TRUE,TRUE,TRUE,TRUE,,,,63.7,65.34390315,69.1,41,41,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,20,,,6,4,,2,,,4,,,,,
2019,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.20,37.70,0,TRUE,TRUE,TRUE,TRUE,,,,66.2,68.91999948,74.2,35,35,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,4,2,,1,,,15,,,,,
2016,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.50,35.60,0,TRUE,TRUE,TRUE,TRUE,,,,56.2,56.78064592,57.6,31,31,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,6,,,,,,,,,,,,,1,,,,,,1,,,4,1,,,,,15,,,,,
2017,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.50,35.60,0,TRUE,TRUE,TRUE,TRUE,,,,55.9,58.3129625,60.1,54,54,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,1,,,,,,,,,,,,,,,7,,,18,1,,1,,,17,,,,1,
2018,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.50,35.60,0,TRUE,TRUE,TRUE,TRUE,,,,56.7,57.23906296,57.5,64,64,,,,,,11,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,5,1,,,,,39,,,,,
2019,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.50,35.60,0,TRUE,TRUE,TRUE,TRUE,,,,55.9,56.97000027,57.8,40,40,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,9,1,,,,,18,,,,,
2015,Osborn Bank,521,33 21.488,119 01.511,44.1,6.40,38.30,0,TRUE,TRUE,TRUE,TRUE,21.6,21.6,21.6,27.6,30.45833365,31.7,12,12,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,7,,,,,,,,,,,,,,,1,,,,,
2016,Osborn Bank,521,33 21.488,119 01.511,44.1,6.40,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,26.1,29.17857156,31.7,42,42,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,27,,,,1,,,,,,1,,,,,,1,,,4,,,,,,5,,,,,
2017,Osborn Bank,521,33 21.488,119 01.511,44.1,6.40,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,28.6,30.00416676,31.5,24,24,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,
2018,Osborn Bank,521,33 21.488,119 01.511,44.1,6.40,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,28.9,29.49200012,30.1,25,25,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,6,,,11,1,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,
2019,Osborn Bank,521,33 21.488,119 01.511,44.1,6.40,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,26.5,28.62857127,30.9,35,35,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,
2015,Osborn Bank,522,33 21.754,119 02.526,44.7,6.10,38.90,0,TRUE,TRUE,TRUE,TRUE,20.3,20.54,20.6,35.7,37.14000015,39.6,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,
2016,Osborn Bank,522,33 21.754,119 02.526,44.7,6.10,38.90,0,TRUE,TRUE,TRUE,TRUE,,,,35.2,36.02857154,37.8,7,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,
2017,Osborn Bank,522,33 21.754,119 02.526,44.7,6.10,38.90,0,TRUE,TRUE,TRUE,TRUE,,,,35.4,36.22222222,36.7,9,9,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,
2018,Osborn Bank,522,33 21.754,119 02.526,44.7,6.10,38.90,0,TRUE,TRUE,TRUE,TRUE,,,,34.6,35.26666556,37.1,18,18,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
2019,Osborn Bank,522,33 21.754,119 02.526,44.7,6.10,38.90,0,TRUE,TRUE,TRUE,TRUE,,,,32.6,34.75555505,35.7,9,9,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,
2015,Osborn Bank,523,33 22.382,119 03.569,45.2,5.60,39.20,0,TRUE,TRUE,TRUE,TRUE,20,20.08333333,20.1,42.3,43.50000064,44.7,18,18,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,7,,,6,1,,,,,,,,,,
2016,Osborn Bank,523,33 22.382,119 03.569,45.2,5.60,39.20,0,TRUE,TRUE,TRUE,TRUE,,,,42.2,43.26666705,45.4,12,12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
2017,Osborn Bank,523,33 22.382,119 03.569,45.2,5.60,39.20,0,TRUE,TRUE,TRUE,TRUE,,,,41.7,42.9793104,44.2,29,29,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,
2018,Osborn Bank,523,33 22.382,119 03.569,45.2,5.60,39.20,0,TRUE,TRUE,TRUE,TRUE,,,,42.2,42.63414643,44,41,41,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,,,,,,1,,,28,3,,,,,1,,,,,
2019,Osborn Bank,523,33 22.382,119 03.569,45.2,5.60,39.20,0,TRUE,TRUE,TRUE,TRUE,,,,42.1,43.50909112,44.2,11,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,1,2,,,,,,,,,1,
2015,Osborn Bank,524,33 21.285,119 01.232,44.,6.60,38.30,0,TRUE,TRUE,TRUE,TRUE,21.3,21.3,21.3,39.2,40.27777829,41,45,45,,,,,,24,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,6,,,,,,8,,,2,,,,,,1,,,,,
2016,Osborn Bank,524,33 21.285,119 01.232,44.,6.60,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,38.3,38.95555581,39.3,54,54,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,8,,,,,,6,,,19,1,,,,,,,,,,
2017,Osborn Bank,524,33 21.285,119 01.232,44.,6.60,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,38,39.21463338,40.3,41,41,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,25,,,,,,,,,,3,,,,,,,,,4,1,,,,,,,,,,
2018,Osborn Bank,524,33 21.285,119 01.232,44.,6.60,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,38.8,40.24074116,41.2,54,54,,,,,,11,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,,,,,,,,,,4,,,,,,10,,,18,1,,,,,,,,,,
2019,Osborn Bank,524,33 21.285,119 01.232,44.,6.60,38.30,0,TRUE,TRUE,TRUE,TRUE,,,,39.7,40.96521676,41.6,46,46,,,,,,11,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,8,,,,,,,,,,3,,,,,,5,,,13,1,,,,,2,,,,,
2015,Osborn Bank,525,33 22.825,119 05.308,46.2,5.70,39.80,0,TRUE,TRUE,TRUE,TRUE,21.3,21.44716981,21.6,85.4,86.26037756,87.6,53,53,,9,,,,8,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,1,,,15,,,,,
2016,Osborn Bank,525,33 22.825,119 05.308,46.2,5.70,39.80,0,TRUE,TRUE,TRUE,TRUE,,,,84.5,84.70769227,85.1,39,39,,17,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,9,,,,,,,,,6,,,,,
2017,Osborn Bank,525,33 22.825,119 05.308,46.2,5.70,39.80,0,TRUE,TRUE,TRUE,TRUE,,,,84,84.52285788,84.8,35,35,,2,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,23,,,,,
2018,Osborn Bank,525,33 22.825,119 05.308,46.2,5.70,39.80,0,TRUE,TRUE,TRUE,TRUE,,,,84.2,84.64262315,85.4,61,61,,12,,,,10,,,,,,,,,,3,,2,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,16,,,,,,,,,14,,,,,
2019,Osborn Bank,525,33 22.825,119 05.308,46.2,5.70,39.80,0,TRUE,TRUE,TRUE,TRUE,,,,83.9,85.16666706,86.8,39,39,,12,,,,2,,,,,,,,,,,,7,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,12,,,,,
2014,San Nicolas Island West,526,33 27.730,119 39.110,46.3,11.70,46.30,0,TRUE,TRUE,TRUE,TRUE,19.9,20.03181818,20.2,94.7,95.722727,97.9,44,44,,,,,,6,,,,,,,,,,1,,1,,,,,,,5,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,
2015,San Nicolas Island West,526,33 27.730,119 39.110,46.3,11.70,46.30,0,TRUE,TRUE,TRUE,TRUE,19.6,19.6,19.6,93.3,95.5673926,96.8,46,46,,9,,,,3,,,,,,,,,,4,,11,,,,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,13,,,,,
2016,San Nicolas Island West,526,33 27.730,119 39.110,46.3,11.70,46.30,0,TRUE,TRUE,TRUE,TRUE,,,,91.6,94.72000027,97.7,40,40,,2,,,,3,,,,,,,,,,16,,1,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
2017,San Nicolas Island West,526,33 27.730,119 39.110,46.3,11.70,46.30,0,TRUE,TRUE,TRUE,TRUE,,,,89.6,91.90000042,92.9,55,55,,8,,,,2,,,,,,,,,,13,,,,,,,,,,9,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,13,,,,,
2018,San Nicolas Island West,526,33 27.730,119 39.110,46.3,11.70,46.30,0,TRUE,TRUE,TRUE,TRUE,,,,93,93.40392199,94.1,51,51,,6,,,,9,,,,,,,,,,5,,10,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
2019,San Nicolas Island West,526,33 27.730,119 39.110,46.3,11.70,46.30,0,TRUE,TRUE,TRUE,TRUE,,,,92.7,94.57037071,97,27,27,,,,,,6,,,,,,,,,,,,10,,,,,,,,6,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2014,San Nicolas Island West,527,33 26.178,119 50.134,52.5,16.10,52.50,0,TRUE,TRUE,TRUE,TRUE,19.3,19.56603774,19.9,58.6,59.48301798,61,53,53,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,24,,,,,
2015,San Nicolas Island West,527,33 26.178,119 50.134,52.5,16.10,52.50,0,TRUE,TRUE,TRUE,TRUE,20.2,20.34,20.5,58.6,59.52499905,60.1,20,20,,,,,,7,,,,,,,,,,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,8,,,,,
2016,San Nicolas Island West,527,33 26.178,119 50.134,52.5,16.10,52.50,0,TRUE,TRUE,TRUE,TRUE,,,,59.7,61.08461556,62.2,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,,5,,,,,
2017,San Nicolas Island West,527,33 26.178,119 50.134,52.5,16.10,52.50,0,TRUE,TRUE,TRUE,TRUE,,,,57.7,59.77999954,61.6,15,15,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
